record_id,merchant_id,feature_name,adoption_date,last_used_date,usage_count,is_active
FA00377,M0105,Payout Settings,2024-10-02,2025-06-11,57,0
FA00378,M0105,Team Management,2025-06-11,2025-10-30,93,0
FA00379,M0106,Loyalty Program,2026-01-12,2026-02-10,115,1
FA00380,M0107,Online Store,2025-12-11,2025-12-24,45,1
FA00381,M0107,Inventory,2026-02-06,2026-02-11,72,1
FA00382,M0108,Inventory,2025-11-12,2025-11-14,130,0
FA00383,M0108,Team Management,2025-02-18,2025-03-05,149,0
FA00384,M0108,Loyalty Program,2024-12-26,2025-07-21,55,0
FA00385,M0108,Invoicing,2025-11-27,2025-12-01,142,1
FA00386,M0108,Online Store,2024-02-04,2025-08-13,139,0
FA00387,M0109,Team Management,2025-11-28,2026-02-01,24,1
FA00388,M0109,Tax Reports,2025-08-13,2025-11-14,129,0
FA00389,M0109,Inventory,2024-07-13,2025-03-14,43,0
FA00390,M0109,Analytics,2025-12-11,2025-12-28,115,1
FA00391,M0109,Payout Settings,2024-12-13,2025-03-14,145,0
FA00392,M0109,Invoicing,2026-02-02,2026-02-11,124,1
FA00393,M0109,Online Store,2025-07-05,2025-07-15,57,0
FA00394,M0110,Inventory,2025-05-11,2025-11-25,121,0
FA00395,M0110,Invoicing,2025-11-19,2025-11-24,11,0
FA00396,M0110,Team Management,2025-02-24,2025-04-17,134,0
FA00397,M0110,Loyalty Program,2024-11-13,2026-01-14,68,1
FA00398,M0110,Analytics,2024-04-23,2025-05-13,97,0
FA00399,M0110,Payout Settings,2025-05-20,2025-06-28,133,0
FA00400,M0110,Online Store,2024-09-29,2025-10-19,58,0
FA00401,M0111,Loyalty Program,2025-08-03,2025-08-03,129,1
FA00402,M0111,Payout Settings,2024-04-14,2025-07-08,43,1
FA00403,M0111,Team Management,2024-07-16,2024-08-24,132,0
FA00404,M0111,Inventory,2024-09-06,2024-12-23,39,0
FA00405,M0111,Online Store,2024-06-02,2024-08-21,93,0
FA00406,M0112,Analytics,2024-03-15,2025-02-16,30,0
FA00407,M0112,Loyalty Program,2024-05-23,2025-05-03,123,0
FA00408,M0112,Tax Reports,2024-05-20,2024-09-04,42,0
FA00409,M0113,Payout Settings,2024-11-20,2025-01-24,147,0
FA00410,M0113,Invoicing,2025-03-20,2025-05-27,132,0
FA00411,M0113,Analytics,2024-11-16,2026-02-15,147,1
FA00412,M0114,Invoicing,2026-02-17,2026-02-22,133,1
FA00413,M0114,Analytics,2026-03-07,2026-03-10,145,1
FA00414,M0114,Team Management,2025-09-24,2025-09-28,73,0
FA00415,M0115,Inventory,2025-08-16,2025-12-14,124,1
FA00416,M0115,Tax Reports,2024-05-26,2025-01-05,106,0
FA00417,M0116,Team Management,2024-10-13,2025-08-28,131,0
FA00418,M0116,Payout Settings,2025-01-05,2025-03-31,88,0
FA00419,M0116,Online Store,2025-07-18,2025-12-17,18,1
FA00420,M0117,Payout Settings,2023-10-25,2023-11-10,52,0
FA00421,M0117,Inventory,2024-12-22,2026-03-07,130,1
FA00422,M0117,Analytics,2025-06-05,2026-01-05,39,1
FA00423,M0118,Analytics,2025-05-10,2025-05-29,137,0
FA00424,M0118,Tax Reports,2025-01-16,2025-03-17,24,0
FA00425,M0118,Inventory,2024-12-25,2025-11-27,34,1
FA00426,M0119,Payout Settings,2024-06-17,2025-07-01,12,0
FA00427,M0119,Online Store,2025-03-28,2025-12-24,110,1
FA00428,M0120,Tax Reports,2025-05-31,2025-08-07,66,0
FA00429,M0120,Payout Settings,2025-06-27,2025-10-24,22,0
FA00430,M0120,Inventory,2025-03-20,2026-01-20,140,1
FA00431,M0120,Team Management,2025-05-23,2025-10-01,49,0
FA00432,M0120,Invoicing,2024-10-28,2025-10-26,2,0
FA00433,M0121,Invoicing,2024-05-09,2025-03-28,105,0
FA00434,M0121,Inventory,2025-03-26,2025-05-19,40,0
FA00435,M0122,Online Store,2025-05-20,2025-08-24,53,1
FA00436,M0122,Team Management,2025-05-28,2025-08-06,143,1
FA00437,M0122,Tax Reports,2025-07-03,2025-07-25,95,1
FA00438,M0122,Inventory,2025-08-11,2025-09-10,65,1
FA00439,M0122,Payout Settings,2025-04-04,2025-08-29,89,1
FA00440,M0122,Loyalty Program,2025-05-20,2025-08-22,36,1
FA00441,M0122,Analytics,2024-12-28,2025-04-24,115,0
FA00442,M0123,Analytics,2025-07-19,2025-07-25,42,1
FA00443,M0123,Tax Reports,2024-12-20,2024-12-22,24,0
FA00444,M0123,Online Store,2025-07-30,2025-08-08,121,1
FA00445,M0123,Inventory,2025-09-21,2025-09-22,23,1
FA00446,M0123,Team Management,2024-07-06,2024-11-17,57,0
FA00447,M0124,Analytics,2025-07-04,2025-11-14,74,0
FA00448,M0124,Online Store,2025-08-30,2026-01-29,15,1
FA00449,M0124,Invoicing,2025-11-02,2025-12-16,127,1
FA00450,M0124,Inventory,2024-11-24,2024-11-29,52,0
FA00451,M0124,Payout Settings,2026-01-19,2026-03-02,133,1
FA00452,M0124,Team Management,2024-06-20,2025-01-05,9,0
FA00453,M0125,Inventory,2024-07-14,2025-07-17,62,0
FA00454,M0125,Online Store,2024-06-08,2024-11-16,23,0
FA00455,M0125,Analytics,2025-03-17,2025-10-07,91,0
FA00456,M0126,Payout Settings,2025-02-25,2025-11-17,4,0
FA00457,M0126,Inventory,2024-10-13,2026-01-26,24,1
FA00458,M0126,Online Store,2026-02-17,2026-02-21,144,1
FA00459,M0127,Loyalty Program,2024-02-14,2024-08-11,105,0
FA00460,M0127,Team Management,2024-10-22,2024-12-15,144,0
FA00461,M0127,Payout Settings,2023-08-05,2025-01-01,76,0
FA00462,M0127,Analytics,2024-05-05,2025-09-01,30,1
FA00463,M0127,Online Store,2025-08-22,2025-09-07,66,1
FA00464,M0127,Inventory,2024-11-23,2025-09-13,65,1
FA00465,M0127,Tax Reports,2025-05-02,2025-08-23,97,1
FA00466,M0127,Invoicing,2024-12-19,2025-08-23,63,1
FA00467,M0128,Tax Reports,2023-04-27,2026-01-08,30,1
FA00468,M0128,Loyalty Program,2024-08-11,2024-10-19,98,0
FA00469,M0128,Inventory,2024-05-26,2025-01-16,81,0
FA00470,M0128,Online Store,2025-06-23,2026-02-22,91,1
FA00471,M0129,Invoicing,2025-02-11,2025-04-25,24,0
FA00472,M0129,Loyalty Program,2025-04-29,2025-07-25,20,1
FA00473,M0129,Team Management,2025-07-17,2025-08-08,122,1
FA00474,M0130,Loyalty Program,2026-01-08,2026-01-25,47,1
FA00475,M0130,Analytics,2024-12-11,2025-08-23,52,0
FA00476,M0131,Inventory,2024-09-14,2025-01-09,52,0
FA00477,M0131,Payout Settings,2025-08-02,2025-08-17,92,1
FA00478,M0131,Team Management,2024-08-19,2024-10-12,31,0
FA00479,M0132,Tax Reports,2023-05-14,2023-08-08,124,0
FA00480,M0132,Online Store,2025-05-30,2025-11-07,127,0
FA00481,M0133,Online Store,2023-08-06,2025-01-25,109,0
FA00482,M0133,Inventory,2024-10-13,2026-02-06,139,1
FA00483,M0133,Analytics,2023-07-15,2024-12-10,89,0
FA00484,M0133,Tax Reports,2024-07-19,2025-01-13,118,0
FA00485,M0133,Team Management,2023-10-13,2025-09-27,133,0
FA00486,M0133,Loyalty Program,2024-09-25,2025-08-14,3,0
FA00487,M0133,Invoicing,2023-06-24,2025-05-14,54,0
FA00488,M0133,Payout Settings,2024-07-04,2026-02-18,26,1
FA00489,M0134,Loyalty Program,2025-12-29,2026-01-31,61,1
FA00490,M0134,Online Store,2025-03-18,2025-11-14,88,0
FA00491,M0134,Team Management,2025-06-25,2025-09-27,128,0
FA00492,M0134,Analytics,2025-08-24,2025-10-16,108,0
FA00493,M0135,Loyalty Program,2025-06-06,2025-08-12,148,0
FA00494,M0135,Payout Settings,2025-10-01,2025-11-28,26,0
FA00495,M0135,Inventory,2025-11-06,2025-12-10,61,1
FA00496,M0135,Team Management,2025-05-20,2025-12-27,98,1
FA00497,M0135,Tax Reports,2024-05-17,2024-10-13,39,0
FA00498,M0135,Invoicing,2025-02-25,2025-03-01,46,0
FA00499,M0136,Tax Reports,2025-03-17,2025-12-29,146,1
FA00500,M0136,Analytics,2024-12-03,2025-06-24,26,0
FA00501,M0136,Loyalty Program,2025-10-28,2025-11-17,16,0
FA00502,M0136,Online Store,2025-02-27,2025-07-07,122,0
FA00503,M0136,Team Management,2026-01-12,2026-02-21,25,1
FA00504,M0136,Payout Settings,2025-06-27,2026-01-03,86,1
FA00505,M0136,Inventory,2025-03-22,2025-09-22,93,0
FA00506,M0137,Online Store,2024-09-05,2024-11-06,90,0
FA00507,M0137,Team Management,2025-06-06,2025-08-22,51,1
FA00508,M0137,Invoicing,2025-02-21,2025-07-18,138,1
FA00509,M0138,Online Store,2025-09-04,2026-01-12,125,1
FA00510,M0138,Team Management,2025-12-17,2026-02-02,115,1
FA00511,M0138,Payout Settings,2024-01-04,2025-01-28,74,0
FA00512,M0139,Team Management,2025-07-27,2025-08-14,21,0
FA00513,M0139,Payout Settings,2023-08-23,2024-08-08,59,0
FA00514,M0139,Analytics,2024-01-26,2024-12-15,75,0
FA00515,M0139,Tax Reports,2025-03-07,2025-07-21,102,0
FA00516,M0139,Inventory,2023-12-13,2025-03-12,93,0
FA00517,M0139,Online Store,2025-04-14,2025-09-11,134,0
FA00518,M0139,Loyalty Program,2025-11-23,2025-12-07,106,1
FA00519,M0140,Team Management,2024-02-20,2024-06-27,61,0
FA00520,M0141,Online Store,2023-09-21,2024-04-23,43,0
FA00521,M0141,Loyalty Program,2025-07-02,2025-07-28,25,0
FA00522,M0141,Payout Settings,2023-08-19,2026-02-03,122,1
FA00523,M0142,Invoicing,2024-06-17,2025-07-21,80,0
FA00524,M0142,Tax Reports,2024-11-12,2025-03-18,73,0
FA00525,M0142,Inventory,2025-06-19,2025-08-22,34,0
FA00526,M0142,Online Store,2025-09-13,2025-10-26,8,0
FA00527,M0142,Payout Settings,2024-04-27,2026-03-07,92,1
FA00528,M0142,Loyalty Program,2025-02-19,2025-10-20,120,0
FA00529,M0142,Analytics,2025-09-27,2025-12-05,141,0
FA00530,M0142,Team Management,2025-06-21,2025-08-29,139,0
FA00531,M0143,Tax Reports,2025-07-04,2026-01-11,145,1
FA00532,M0144,Online Store,2025-04-06,2026-01-07,59,1
FA00533,M0144,Team Management,2024-02-29,2025-05-26,79,0
FA00534,M0145,Payout Settings,2025-01-18,2025-06-22,3,0
FA00535,M0145,Team Management,2024-10-31,2025-07-25,35,0
FA00536,M0146,Online Store,2025-11-08,2025-11-09,126,0
FA00537,M0146,Inventory,2025-09-10,2025-11-25,3,1
FA00538,M0147,Online Store,2025-03-31,2025-10-27,144,0
FA00539,M0147,Tax Reports,2025-12-10,2026-01-29,64,1
FA00540,M0147,Analytics,2025-03-05,2026-01-29,100,1
FA00541,M0147,Invoicing,2025-10-11,2025-12-06,68,1
FA00542,M0147,Team Management,2024-12-09,2025-07-13,62,0
FA00543,M0148,Online Store,2026-01-16,2026-02-02,106,1
FA00544,M0148,Loyalty Program,2024-04-20,2024-06-29,47,0
FA00545,M0148,Payout Settings,2024-02-27,2024-12-19,29,0
FA00546,M0148,Tax Reports,2025-07-24,2025-11-17,116,0
FA00547,M0149,Tax Reports,2024-08-07,2024-08-26,39,0
FA00548,M0149,Analytics,2023-11-03,2025-05-03,6,0
FA00549,M0150,Analytics,2024-01-31,2026-02-01,113,1
FA00550,M0150,Team Management,2025-10-08,2025-10-10,60,0
FA00551,M0150,Payout Settings,2023-12-26,2024-05-28,4,0
FA00552,M0151,Inventory,2025-07-29,2025-10-16,128,0
FA00553,M0151,Team Management,2025-07-04,2025-10-30,9,0
FA00554,M0152,Analytics,2025-02-19,2025-09-07,19,0
FA00555,M0152,Payout Settings,2025-07-11,2025-11-08,47,0
FA00556,M0152,Tax Reports,2025-01-12,2025-05-20,98,0
FA00557,M0152,Invoicing,2025-12-04,2025-12-05,32,1
FA00558,M0153,Payout Settings,2024-06-22,2024-07-26,51,0
FA00559,M0153,Tax Reports,2025-01-26,2025-03-15,134,0
FA00560,M0153,Inventory,2025-08-24,2025-10-16,122,1
FA00561,M0154,Online Store,2025-02-07,2025-04-24,51,0
FA00562,M0154,Team Management,2024-04-29,2025-07-27,14,1
FA00563,M0154,Analytics,2025-03-08,2025-05-02,29,0
FA00564,M0154,Invoicing,2023-12-23,2025-03-11,84,0
FA00565,M0154,Tax Reports,2023-05-11,2023-10-29,71,0
FA00566,M0154,Loyalty Program,2024-12-14,2025-01-13,102,0
FA00567,M0154,Payout Settings,2025-07-12,2025-07-27,3,1
FA00568,M0155,Tax Reports,2025-07-10,2025-08-18,96,0
FA00569,M0155,Loyalty Program,2026-01-05,2026-01-16,64,1
FA00570,M0156,Tax Reports,2024-06-27,2025-06-08,16,0
FA00571,M0157,Loyalty Program,2024-11-10,2025-11-04,138,0
FA00572,M0157,Tax Reports,2024-09-23,2025-01-29,125,0
FA00573,M0158,Loyalty Program,2025-11-03,2026-02-11,89,1
FA00574,M0159,Inventory,2025-03-09,2025-03-26,65,1
FA00575,M0159,Invoicing,2023-04-08,2024-08-16,113,0
FA00576,M0159,Loyalty Program,2024-09-21,2025-02-18,139,0
FA00577,M0159,Tax Reports,2025-02-09,2025-04-12,49,1
FA00578,M0159,Team Management,2024-09-29,2025-01-02,140,0
FA00579,M0160,Loyalty Program,2025-06-24,2025-09-08,142,1
FA00580,M0160,Tax Reports,2023-07-01,2023-09-09,136,0
FA00581,M0160,Inventory,2023-06-25,2024-09-27,76,0
FA00582,M0160,Team Management,2025-05-06,2025-07-12,139,1
FA00583,M0161,Tax Reports,2024-06-28,2025-01-03,5,0
FA00584,M0161,Invoicing,2025-03-01,2025-09-03,62,0
FA00585,M0161,Loyalty Program,2024-04-29,2024-07-02,138,0
FA00586,M0161,Online Store,2025-09-21,2025-12-29,49,1
FA00587,M0162,Tax Reports,2024-07-06,2024-10-12,134,0
FA00588,M0162,Payout Settings,2026-01-18,2026-01-22,12,1
FA00589,M0162,Online Store,2024-07-25,2025-01-23,9,0
FA00590,M0162,Analytics,2024-10-07,2025-01-24,125,0
FA00591,M0162,Team Management,2024-09-27,2025-01-06,9,0
FA00592,M0162,Loyalty Program,2025-10-20,2026-01-27,126,1
FA00593,M0162,Inventory,2025-09-04,2026-02-10,66,1
FA00594,M0162,Invoicing,2024-05-04,2025-05-14,57,0
FA00595,M0163,Invoicing,2025-07-02,2025-09-02,21,1
FA00596,M0163,Analytics,2024-12-22,2025-01-22,93,0
FA00597,M0164,Payout Settings,2024-04-07,2025-12-29,69,1
FA00598,M0164,Tax Reports,2025-08-02,2025-08-12,19,0
FA00599,M0164,Team Management,2024-12-15,2025-01-23,56,0
FA00600,M0165,Analytics,2024-03-25,2025-10-17,143,0
FA00601,M0165,Invoicing,2025-07-22,2026-01-29,28,1
FA00602,M0165,Loyalty Program,2025-03-27,2026-03-07,118,1
FA00603,M0165,Tax Reports,2025-08-15,2025-09-10,43,0
FA00604,M0165,Inventory,2024-03-28,2025-10-12,103,0
FA00605,M0165,Payout Settings,2026-01-21,2026-02-11,41,1
FA00606,M0165,Team Management,2025-09-17,2025-12-16,81,1
FA00607,M0165,Online Store,2025-01-17,2025-07-26,106,0
FA00608,M0166,Payout Settings,2024-04-22,2026-01-05,62,1
FA00609,M0166,Tax Reports,2024-12-23,2025-09-28,55,0
FA00610,M0166,Loyalty Program,2024-06-14,2025-12-29,66,1
FA00611,M0167,Tax Reports,2025-02-11,2025-02-11,9,0
FA00612,M0167,Inventory,2024-10-19,2025-08-20,5,0
FA00613,M0168,Team Management,2024-08-22,2024-12-13,55,0
FA00614,M0168,Tax Reports,2024-09-06,2024-09-17,71,0
FA00615,M0168,Invoicing,2025-05-08,2025-09-15,143,1
FA00616,M0169,Team Management,2025-09-23,2026-02-19,64,1
FA00617,M0169,Invoicing,2025-05-09,2025-09-17,77,0
FA00618,M0169,Payout Settings,2024-12-16,2025-10-04,103,0
FA00619,M0169,Inventory,2025-04-23,2025-06-01,84,0
FA00620,M0169,Tax Reports,2026-01-20,2026-01-25,125,1
FA00621,M0169,Loyalty Program,2024-12-19,2025-10-19,77,0
FA00622,M0169,Online Store,2024-10-21,2025-10-30,148,0
FA00623,M0169,Analytics,2025-10-08,2025-10-28,15,0
FA00624,M0170,Loyalty Program,2025-06-08,2026-01-07,31,1
FA00625,M0170,Payout Settings,2026-01-17,2026-01-31,3,1
FA00626,M0171,Invoicing,2024-09-21,2025-07-07,39,1
FA00627,M0171,Team Management,2024-02-16,2025-07-14,57,1
FA00628,M0171,Online Store,2023-08-22,2023-10-12,101,0
FA00629,M0171,Tax Reports,2024-06-17,2025-07-07,148,1
FA00630,M0171,Payout Settings,2024-08-16,2024-10-01,57,0
FA00631,M0172,Online Store,2024-06-09,2024-09-01,122,0
FA00632,M0172,Payout Settings,2025-02-05,2025-03-02,141,0
FA00633,M0172,Inventory,2024-08-12,2025-05-07,22,0
FA00634,M0172,Analytics,2024-08-12,2026-01-07,112,1
FA00635,M0172,Tax Reports,2025-08-31,2025-10-03,35,0
FA00636,M0173,Inventory,2024-01-11,2024-03-24,69,0
FA00637,M0173,Tax Reports,2025-07-11,2025-08-07,83,1
FA00638,M0173,Payout Settings,2025-04-08,2025-04-30,29,0
FA00639,M0173,Online Store,2025-03-25,2025-07-08,109,1
FA00640,M0173,Analytics,2024-05-16,2024-11-10,49,0
FA00641,M0173,Team Management,2024-03-31,2025-03-18,7,0
FA00642,M0173,Invoicing,2025-07-04,2025-07-23,44,1
FA00643,M0174,Tax Reports,2024-07-10,2025-03-06,52,0
FA00644,M0174,Online Store,2025-06-12,2025-08-30,22,0
FA00645,M0174,Analytics,2024-09-18,2024-11-12,63,0
FA00646,M0174,Inventory,2026-02-20,2026-03-06,38,1
FA00647,M0175,Invoicing,2024-08-22,2025-11-25,121,0
FA00648,M0175,Team Management,2023-11-07,2024-10-11,54,0
FA00649,M0175,Loyalty Program,2025-11-10,2026-01-17,55,1
FA00650,M0175,Tax Reports,2024-05-10,2025-11-20,134,0
FA00651,M0176,Tax Reports,2024-12-26,2025-09-21,12,1
FA00652,M0176,Online Store,2024-01-26,2024-07-18,16,0
FA00653,M0176,Loyalty Program,2024-02-24,2024-09-16,70,0
FA00654,M0176,Analytics,2023-07-03,2024-10-21,3,0
FA00655,M0176,Invoicing,2023-07-17,2024-08-17,70,0
FA00656,M0176,Payout Settings,2025-03-18,2025-10-22,93,1
FA00657,M0177,Invoicing,2026-02-19,2026-03-01,99,1
FA00658,M0177,Team Management,2025-03-30,2025-10-10,131,0
FA00659,M0178,Loyalty Program,2026-01-05,2026-01-22,23,1
FA00660,M0178,Inventory,2024-11-10,2025-02-19,129,0
FA00661,M0179,Invoicing,2025-06-02,2025-08-21,5,0
FA00662,M0179,Tax Reports,2025-05-09,2025-11-05,91,0
FA00663,M0179,Analytics,2025-09-29,2025-12-15,61,1
FA00664,M0179,Online Store,2025-07-27,2025-10-05,16,0
FA00665,M0179,Team Management,2025-09-29,2025-12-03,100,1
FA00666,M0179,Loyalty Program,2026-02-11,2026-02-11,143,1
FA00667,M0179,Inventory,2025-04-05,2025-07-29,39,0
FA00668,M0180,Payout Settings,2025-03-18,2025-10-17,62,0
FA00669,M0180,Loyalty Program,2025-01-01,2025-08-07,80,0
FA00670,M0180,Analytics,2025-07-01,2025-10-23,139,0
FA00671,M0180,Invoicing,2024-12-10,2025-03-25,36,0
FA00672,M0180,Inventory,2025-02-21,2025-05-02,80,0
FA00673,M0180,Team Management,2026-01-16,2026-01-20,111,1
FA00674,M0181,Team Management,2024-01-23,2024-12-13,38,0
FA00675,M0181,Tax Reports,2025-08-01,2025-08-08,82,0
FA00676,M0181,Invoicing,2026-01-05,2026-01-31,106,1
FA00677,M0181,Online Store,2024-05-24,2025-08-20,71,0
FA00678,M0181,Loyalty Program,2023-12-21,2024-06-30,28,0
FA00679,M0182,Team Management,2024-12-20,2026-01-14,69,1
FA00680,M0183,Inventory,2024-03-27,2025-08-23,121,0
FA00681,M0183,Online Store,2025-11-09,2025-12-20,96,1
FA00682,M0183,Analytics,2024-05-17,2025-06-17,126,0
FA00683,M0183,Loyalty Program,2025-03-10,2025-05-19,42,0
FA00684,M0183,Invoicing,2024-05-26,2025-01-12,9,0
FA00685,M0183,Payout Settings,2025-01-02,2025-01-09,70,0
FA00686,M0183,Tax Reports,2025-01-06,2025-04-29,52,0
FA00687,M0183,Team Management,2025-12-25,2025-12-31,17,1
FA00688,M0184,Tax Reports,2025-09-30,2025-11-27,64,1
FA00689,M0184,Payout Settings,2024-07-07,2025-08-25,11,0
FA00690,M0184,Online Store,2025-01-08,2026-01-19,98,1
FA00691,M0184,Inventory,2025-05-03,2025-10-10,101,0
FA00692,M0184,Team Management,2025-01-12,2025-10-31,138,1
FA00693,M0185,Invoicing,2025-07-03,2025-07-13,143,0
FA00694,M0185,Online Store,2024-07-12,2025-12-22,13,1
FA00695,M0185,Tax Reports,2023-12-23,2024-10-16,113,0
FA00696,M0185,Inventory,2024-07-23,2025-05-30,74,0
FA00697,M0185,Payout Settings,2024-09-26,2024-12-20,109,0
FA00698,M0185,Loyalty Program,2024-04-08,2025-12-26,14,1
FA00699,M0185,Team Management,2025-05-18,2026-02-06,37,1
FA00700,M0185,Analytics,2024-09-28,2025-11-26,116,1
FA00701,M0186,Analytics,2024-04-28,2025-06-04,106,0
FA00702,M0186,Tax Reports,2024-11-07,2025-06-25,7,0
FA00703,M0186,Online Store,2024-06-12,2025-09-19,52,0
FA00704,M0186,Loyalty Program,2025-03-21,2025-05-06,65,0
FA00705,M0187,Team Management,2024-08-05,2024-09-20,30,0
FA00706,M0187,Loyalty Program,2025-07-05,2025-09-24,93,1
FA00707,M0188,Payout Settings,2025-09-14,2025-09-22,41,1
FA00708,M0188,Loyalty Program,2025-02-14,2025-07-04,98,1
FA00709,M0189,Team Management,2024-08-26,2025-01-21,46,0
FA00710,M0189,Tax Reports,2024-05-04,2025-07-07,79,0
FA00711,M0189,Online Store,2025-01-23,2026-01-31,115,1
FA00712,M0189,Analytics,2025-01-02,2025-11-18,47,1
FA00713,M0190,Team Management,2025-06-14,2025-06-17,118,0
FA00714,M0190,Analytics,2026-02-19,2026-02-22,140,1
FA00715,M0190,Invoicing,2024-10-03,2025-08-10,127,0
FA00716,M0190,Online Store,2025-05-29,2025-09-17,122,0
FA00717,M0191,Payout Settings,2024-12-19,2025-10-22,2,0
FA00718,M0191,Inventory,2025-06-06,2026-03-13,72,1
FA00719,M0192,Invoicing,2024-12-03,2025-11-02,90,0
FA00720,M0192,Analytics,2024-11-23,2025-02-05,9,0
FA00721,M0192,Payout Settings,2025-10-12,2026-03-08,77,1
FA00722,M0193,Analytics,2023-09-21,2024-11-20,46,0
FA00723,M0193,Invoicing,2024-01-06,2025-11-24,73,1
FA00724,M0194,Team Management,2025-01-02,2025-07-09,98,1
FA00725,M0194,Inventory,2024-04-16,2025-06-27,141,0
FA00726,M0194,Loyalty Program,2024-04-13,2025-02-06,121,0
FA00727,M0194,Online Store,2024-06-23,2024-08-24,71,0
FA00728,M0194,Tax Reports,2025-01-09,2025-08-08,135,1
FA00729,M0194,Invoicing,2024-09-08,2025-08-30,54,1
FA00730,M0194,Payout Settings,2024-04-06,2024-07-26,147,0
FA00731,M0194,Analytics,2025-08-01,2025-08-06,124,1
FA00732,M0195,Online Store,2025-05-27,2025-08-07,128,1
FA00733,M0195,Inventory,2025-04-09,2025-09-17,128,1
FA00734,M0195,Tax Reports,2025-03-26,2025-05-11,60,0
FA00735,M0195,Team Management,2025-07-14,2025-08-20,50,1
FA00736,M0195,Loyalty Program,2024-07-17,2024-09-15,7,0
FA00737,M0195,Payout Settings,2025-03-12,2025-08-19,31,1
FA00738,M0195,Analytics,2025-07-29,2025-09-21,54,1
FA00739,M0195,Invoicing,2025-08-30,2025-09-18,107,1
FA00740,M0196,Invoicing,2025-01-26,2025-06-18,55,0
FA00741,M0196,Team Management,2024-08-05,2025-06-28,52,0
FA00742,M0197,Online Store,2025-01-10,2025-09-26,141,0
FA00743,M0197,Payout Settings,2025-02-03,2025-02-06,30,0
FA00744,M0197,Invoicing,2026-02-09,2026-02-11,88,1
FA00745,M0197,Team Management,2025-04-18,2026-02-03,8,1
FA00746,M0198,Inventory,2026-01-28,2026-02-12,10,1
FA00747,M0198,Team Management,2025-02-11,2025-10-15,40,0
FA00748,M0198,Payout Settings,2026-01-09,2026-02-12,86,1
FA00749,M0199,Payout Settings,2024-05-20,2025-11-04,77,0
FA00750,M0199,Loyalty Program,2025-10-23,2026-01-23,81,1
FA00751,M0200,Invoicing,2024-12-18,2026-01-31,91,1
FA00752,M0200,Analytics,2023-06-23,2023-11-22,72,0
FA00753,M0200,Online Store,2023-04-12,2025-03-06,97,0
